"pop_name","sim","init_total_age1plus","init_vulnerable_ageplus","init_adults_ageplus","adult_frac_within_vulnerable"
"Example",449,7611,5176,4795,0.926391035548686
"Example",450,7611,5233,5015,0.958341295623925
"Example",451,7611,4938,4413,0.893681652490887
"Example",452,7611,4272,3986,0.933052434456929
"Example",453,7611,5582,5304,0.950197061984952
"Example",454,7611,4983,4518,0.906682721252258
"Example",455,7611,5529,4394,0.794718755652017
"Example",456,7611,4699,4321,0.919557352628219
"Example",457,7611,4675,4257,0.910588235294118
"Example",458,7611,5567,5337,0.958685108676127
"Example",459,7611,5184,4349,0.838927469135803
"Example",460,7611,5383,4946,0.918818502693665
"Example",461,7611,3582,3328,0.929089893914015
"Example",462,7611,5586,5247,0.939312567132116
"Example",463,7611,5163,4392,0.850668216153399
"Example",464,7611,5025,4296,0.854925373134328
"Example",465,7611,6235,5708,0.915477145148356
"Example",466,7611,5911,5696,0.963627135848418
"Example",467,7611,4060,3765,0.927339901477833
"Example",468,7611,4284,4092,0.955182072829132
"Example",469,7611,4780,4511,0.943723849372385
"Example",470,7611,3092,2686,0.86869340232859
"Example",471,7611,4860,4523,0.930658436213992
"Example",472,7611,4798,4369,0.910587744893706
"Example",473,7611,4747,4474,0.942489993680219
"Example",474,7611,4616,3502,0.758665511265165
"Example",475,7611,4712,3990,0.846774193548387
"Example",476,7611,5689,5132,0.90209175602039
"Example",477,7611,6273,5692,0.907380838514268
"Example",478,7611,5689,5470,0.961504658112146
"Example",479,7611,5173,4682,0.905084090469747
"Example",480,7611,5380,4881,0.90724907063197
"Example",481,7611,4910,4503,0.917107942973523
"Example",482,7611,4384,4037,0.920848540145985
"Example",483,7611,5072,4779,0.942231861198738
"Example",484,7611,4433,3648,0.822919016467404
"Example",485,7611,5016,4764,0.949760765550239
"Example",486,7611,6105,5365,0.878787878787879
"Example",487,7611,5717,5344,0.93475599090432
"Example",488,7611,4546,4111,0.904311482622085
"Example",489,7611,5409,4764,0.88075429839157
"Example",490,7611,5439,5169,0.950358521787093
"Example",491,7611,3976,3308,0.831991951710262
"Example",492,7611,4481,4156,0.927471546529792
"Example",493,7611,6161,5765,0.935724720012985
"Example",494,7611,5230,4351,0.831931166347992
"Example",495,7611,5970,5336,0.893802345058626
"Example",496,7611,4820,4245,0.880705394190871
"Example",497,7611,5570,5226,0.938240574506284
"Example",498,7611,3653,3178,0.869969887763482
"Example",499,7611,5654,5322,0.941280509373895
"Example",500,7611,5540,5383,0.971660649819495
"Example",501,7611,5275,4779,0.905971563981043
"Example",502,7611,4279,3903,0.912129002103295
"Example",503,7611,4731,4618,0.976114986260833
"Example",504,7611,4987,4702,0.942851413675556
"Example",505,7611,5817,5234,0.899776517105037
"Example",506,7611,4381,4145,0.946131020314997
"Example",507,7611,5191,4611,0.888268156424581
"Example",508,7611,4915,4409,0.8970498474059
"Example",509,7611,3318,3173,0.956298975286317
"Example",510,7611,5279,4880,0.924417503315022
"Example",511,7611,4743,4439,0.935905545013704
"Example",512,7611,6414,6033,0.940598690364827
"Example",513,7611,4629,4343,0.938215597321236
"Example",514,7611,5343,4605,0.861875350926446
"Example",515,7611,5822,3565,0.612332531776022
"Example",516,7611,6003,5533,0.921705813759787
"Example",517,7611,4392,4160,0.947176684881603
"Example",518,7611,4772,4366,0.914920368818106
"Example",519,7611,5928,5165,0.871288798920378
"Example",520,7611,4389,4068,0.926862611073137
"Example",521,7611,5087,4715,0.926872419893847
"Example",522,7611,5138,4647,0.904437524328533
"Example",523,7611,5209,5019,0.963524668842388
"Example",524,7611,5214,4786,0.917913310318374
"Example",525,7611,4260,3999,0.938732394366197
"Example",526,7611,4707,4375,0.929466751646484
"Example",527,7611,5681,4748,0.835768350642493
"Example",528,7611,3155,2878,0.912202852614897
"Example",529,7611,3997,3788,0.947710783087315
"Example",530,7611,5511,5042,0.914897477771729
"Example",531,7611,4912,4580,0.932410423452769
"Example",532,7611,4660,4351,0.933690987124464
"Example",533,7611,5962,5235,0.878061053337806
"Example",534,7611,5776,5004,0.866343490304709
"Example",535,7611,3677,3073,0.835735654065815
"Example",536,7611,5767,4276,0.741460031212069
"Example",537,7611,5888,4816,0.817934782608696
"Example",538,7611,5169,4806,0.929773650609402
"Example",539,7611,5096,4363,0.85616169544741
"Example",540,7611,6256,5405,0.863970588235294
"Example",541,7611,6306,6057,0.960513796384396
"Example",542,7611,5041,4647,0.921840904582424
"Example",543,7611,4069,3715,0.913000737281887
"Example",544,7611,4291,3885,0.905383360522023
"Example",545,7611,5981,5189,0.867580672128407
"Example",546,7611,3766,3445,0.914763674986723
"Example",547,7611,4827,4174,0.864719287342034
"Example",548,7611,5736,5419,0.944735006973501
"Example",549,7611,4217,3992,0.946644534028931
"Example",550,7611,6030,5732,0.950580431177446
"Example",551,7611,4476,4287,0.957774798927614
"Example",552,7611,5801,4864,0.838476124806068
"Example",553,7611,3900,3571,0.915641025641026
"Example",554,7611,5274,5119,0.970610542282897
"Example",555,7611,5017,4052,0.807653976479968
"Example",556,7611,4329,4170,0.963270963270963
"Example",557,7611,5373,5033,0.936720640238228
"Example",558,7611,5742,5460,0.950888192267503
"Example",559,7611,3864,3372,0.872670807453416
"Example",560,7611,4602,3983,0.865493263798349
"Example",561,7611,5806,5586,0.962108163968309
"Example",562,7611,4865,3822,0.785611510791367
"Example",563,7611,3697,3471,0.938869353529889
"Example",564,7611,5567,5348,0.960661038261182
"Example",565,7611,4985,4704,0.943630892678034
"Example",566,7611,6249,6009,0.961593855016803
"Example",567,7611,4074,3825,0.938880706921944
"Example",568,7611,5629,5323,0.945638656955054
"Example",569,7611,5191,5000,0.963205548063957
"Example",570,7611,5414,5013,0.925932766900628
"Example",571,7611,3827,3552,0.928142147896525
"Example",572,7611,4904,4176,0.851549755301794
"Example",573,7611,5892,5689,0.965546503733876
