"pop_name","sim","init_total_age1plus","init_vulnerable_ageplus","init_adults_ageplus","adult_frac_within_vulnerable"
"Suwannee",324,10975,3491,3118,0.893153824119164
"Suwannee",325,10975,3771,2835,0.751789976133652
"Suwannee",326,10975,4905,4594,0.936595310907237
"Suwannee",327,10975,5369,4851,0.903520208604954
"Suwannee",328,10975,3734,3630,0.97214783074451
"Suwannee",329,10975,5633,5123,0.909462098349015
"Suwannee",330,10975,5334,4712,0.883389576302962
"Suwannee",331,10975,5857,3176,0.54225712822264
"Suwannee",332,10975,4518,3245,0.718238158477202
"Suwannee",333,10975,6478,6028,0.930534115467737
"Suwannee",334,10975,5311,4586,0.863490868009791
"Suwannee",335,10975,4959,3867,0.779794313369631
"Suwannee",336,10975,3282,3021,0.920475319926874
"Suwannee",337,10975,4516,4069,0.901018600531444
"Suwannee",338,10975,3728,3270,0.877145922746781
"Suwannee",339,10975,7048,5243,0.743898978433598
"Suwannee",340,10975,3881,2511,0.646998196341149
"Suwannee",341,10975,5676,4397,0.774665257223397
"Suwannee",342,10975,4172,3399,0.814717162032598
"Suwannee",343,10975,6255,5711,0.913029576338929
"Suwannee",344,10975,5146,4833,0.93917605907501
"Suwannee",345,10975,4636,3942,0.85030198446937
"Suwannee",346,10975,5068,4479,0.883780584056827
"Suwannee",347,10975,4776,3418,0.715661641541039
"Suwannee",348,10975,3440,3162,0.919186046511628
"Suwannee",349,10975,5174,4425,0.855237727097024
"Suwannee",350,10975,4660,4378,0.939484978540773
"Suwannee",351,10975,7964,6353,0.797714716223003
"Suwannee",352,10975,6490,5210,0.802773497688752
"Suwannee",353,10975,6059,5732,0.946030698135006
"Suwannee",354,10975,5501,4508,0.819487365933467
"Suwannee",355,10975,3127,2882,0.921650143907899
"Suwannee",356,10975,5710,5275,0.923817863397548
"Suwannee",357,10975,5010,4288,0.855888223552894
"Suwannee",358,10975,2008,1739,0.866035856573705
"Suwannee",359,10975,5053,3435,0.679794181674253
"Suwannee",360,10975,6266,5748,0.917331631024577
"Suwannee",361,10975,5925,5446,0.91915611814346
"Suwannee",362,10975,3676,3087,0.839771490750816
"Suwannee",363,10975,6599,6395,0.969086225185634
"Suwannee",364,10975,4583,3651,0.79663975561859
"Suwannee",365,10975,4150,3645,0.878313253012048
